fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr
2017-2018,750,474,1. The CBSA will aim to acknowledge the receipt of the client's trade appeal submission within 10 calendar days.,1.  L'ASFC tâche d'accuser réception des appels relatifs aux programmes commerciaux du demandeur dans un délai de 10 jours civils.,https://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,https://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,time,percentage,0.85,264,520,0.50769,2017-2018,NA,NA,NA,NA,NA,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-fra.html
2017-2018,750,CBSA-043-02,2. Trade appeals decided in 180 calendar days.,2. Les appels relatifs aux programmes commerciaux sont tranchés dans un délai de 180 jours civils.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,time,percentage,0.75,306,651,0.47005,2017-2018,NA,NA,NA,NA,NA,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/processing-traitement-fra.html
2017-2018,CBSA_ASFC-044,CBSA-044-01,1. Access to Information Act.  Response is provided within 30 days following receipt of request; the response time may be extended pursuant to section 9 of the Access to Information Act. A notice of extension is to be sent within initial 30 days after receipt of request.  Requests cannot be extended after the first 30 calendar days have elapsed.,1. Loi sur l'accès à l'information.  Une réponse est fournir dans les 30 jours suivant la réception de la demande; le délai de réponse peut être prolongé aux termes de l'article 9 de la Loi sur l'accès à l'information. Un avis de prolongation doit être envoyé dans les 30 jours suivant la réception de la demande.  Il n'est pas possible de demander la prorogation d'un délai une fois que les 30 premiers jours se sont écoulés.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,time,percentage,0.9,6276,7219,0.86937,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,CBSA_ASFC-044,CBSA-044-02,2. Privacy Act. Response is provided within 30 days following receipt of request; the response time may be extended pursuant to section 15 ofthe Privacy Act. A notice of extension is to be sent within initial 30 days after receipt of request.  Requests cannot be extended after the first 30 calendar days have elapsed.,2. Loi sur la protection des renseignements personnels.  Une réponse est fournir dans les 30 jours suivant la réception de la demande; le délai de réponse peut être prolongé aux termes de l l'article 15 de la Loi sur la protection des renseignements personnels. Un avis de prolongation doit être envoyé dans les 30 jours suivant la réception de la demande.  Il n'est pas possible de demander la prorogation d'un délai une fois que les 30 premiers jours se sont écoulés.,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-eng.html,http://www.cbsa-asfc.gc.ca/services/serving-servir/standards-normes-2017-2018-fra.html,time,percentage,0.9,12328,13575,0.90814,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,1,Permission simple application,Permission demande simple,http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,6,Veterinary Biologics,produits biologiques vétérinaires,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,time,percentage,0.9,100,1251,0.07994,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,2,"Permission, ministerial exemption for fresh fruit and vegetables","Permission, exemtion ministerielle pour les fruits et légumes frais",http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,3,"Permission, ministerial exemption for processeand maple products",Exemptions ministérielles et Permissions de transport de produits transformés et Autorisations touchant les produits de l'érable,http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,4,"Permission, complex application","Permission, demande complexe exigeant l'examen par un spécialiste",http://www.inspection.gc.ca/about-the-cfia/permits-licences-and-approvals/licensing-permitting-registration-and-ministerial-/eng/1395348583779/1395348638922,http://inspection.gc.ca/au-sujet-de-l-acia/permis-licences-et-approbations/centre-d-administration-pour-les-permissions/fra/1395348583779/1395348638922,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,5,Application for Feed Registration and Ingredient Approval,demande d'enregistrement d'aliments du bétail et d'approbation d'ingrédients,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,time,percentage,0.9,50,1975,0.02532,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1,7,Fertilizer and Supplement Registration,demande d'engrais ou de supplément en enregistrement,http://www.inspection.gc.ca/about-the-cfia/acts-and-regulations/service-standards/eng/1383190820141/1383190915680,http://www.inspection.gc.ca/au-sujet-de-l-acia/lois-et-reglements/normes-de-service/fra/1383190820141/1383190915680,time,percentage,0.9,94,545,0.17248,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,4,8,Issuance of food safety recalls class I,publication des avis de rappel de salubrité alimentaire,http://inspection.gc.ca/about-the-cfia/accountability/reports-to-parliament/2017-2018-drr/eng/1534973902487/1534974070898#a5a,http://inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/rapports-au-parlement/2017-2018-rapport-sur-les-resultats-ministeriels/fra/1534973902487/1534974070898,time,percentage,0.01,94,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,4,9,Issuance of food safety recalls class II,publication des avis de rappel de salubrité alimentaire,http://inspection.gc.ca/about-the-cfia/accountability/reports-to-parliament/2017-2018-drr/eng/1534973902487/1534974070898#a5a,http://inspection.gc.ca/au-sujet-de-l-acia/responsabilisation/rapports-au-parlement/2017-2018-rapport-sur-les-resultats-ministeriels/fra/1534973902487/1534974070898,time,percentage,0.95,89,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1420,1639,IRCC’s goal is to process applications submitted outside Canada for a work permit within 2 months. This does not include the Live-in Caregiver Program.,IRCC s’efforcera de traiter les demandes de permis de travail présentées à l’étranger au titre de tous les programmes (à l’exception du Programme des aides familiaux résidants) en deux mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,250040,269966,0.92619,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1420,1709,IRCC’s goal is to process applications submitted in Canada for a work permit (new or same employer) within 4 months.,IRCC s’efforcera de traiter les demandes de permis de travail (nouvel ou même employeur) présentées au Canada en l’espace de quatre mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,220717,227552,0.96996,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1428,1714,IRCC’s goal is to process applications submitted outside Canada for a new study permit within 2 months.,IRCC s’efforcera de traiter les nouvelles demandes de permis d’études présentées à l’étranger en l’espace de deux mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,301414,327271,0.92099,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1428,1715,IRCC’s goal is to process applications submitted in Canada for a study permit submitted in Canada within 4 months.,IRCC s’efforcera de traiter les demandes de permis d’études (nouveau permis et prorogation) présentées au Canada en l’espace de quatre mois.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,147298,148768,0.99012,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1429,1716,IRCC’s goal is to process applications for a work permit under International Experience Canada within 8 weeks (56 days or less).,IRCC a pour objectif de traiter toutes les demandes de permis de travail remplies dans le cadre d’Expérience internationale Canada dans un délai de 8 semaines (56 jours ou moins).,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,1,70405,74442,0.94577,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1430,1718,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Federal Skilled Worker Program within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues, par le biais d’Entrée express, au titre du Programme des travailleurs qualifiés (fédéral).",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,22248,23833,0.9335,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
2017-2018,1431,1945,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Skilled Trades Program within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues par le biais d’Entrée express, au titre du Programme des travailleurs de métiers spécialisés.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,493,594,0.82997,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,1433,1719,"IRCC’s goal is to process electronic applications received, through Express Entry, under the Canadian Experience Class within 6 months.","L’objectif d'IRCC est de traiter dans un délai de 6 mois les demandes électroniques reçues, par le biais d’Entrée express, au titre de la catégorie de l’expérience canadienne.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,time,percentage,0.8,25108,26618,0.94327,2013-2014,NA,NA,NA,NA,NA,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
